_normalized_mun_cod_ibge,_normalized_mun_slug,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
4115804,medianeira-pr,2014-2017,1578767.32,1527350,51417.32
4115853,mercedes-pr,,730371.27,537386.19,192985.08
4115853,mercedes-pr,2014-2017,624646.74,491700,132946.74
4115903,mirador-pr,,411966.29,344750,67216.29
4116000,miraselva-pr,,105649.14,98200,7449.14
4116059,missal-pr,,1177045.02,881700,295345.02
4116604,nova-america-da-colina-pr,2018-2021,968383.56,955000,13383.56
4116059,missal-pr,2014-2017,860289.5,737550,122739.5
4116109,moreira-sales-pr,,714719.44,503747.5,210971.94
4116109,moreira-sales-pr,2018-2021,1537860.12,1382849.57,155010.55000000002
4116109,moreira-sales-pr,2014-2017,855457.34,737550,117907.34
4116208,morretes-pr,,662417.8099999999,587800,74617.81
4116208,morretes-pr,2018-2021,767725.76,535869.17,231856.59
4116208,morretes-pr,2014-2017,559984.95,493100,66884.95
4116307,munhoz-de-melo-pr,,1039043.53,983400,55643.53
4116307,munhoz-de-melo-pr,2014-2017,575160.95,541150,34010.950000000004
4116406,nossa-senhora-das-gracas-pr,,392217.35000000003,358845,33372.350000000006
4116505,nova-alianca-do-ivai-pr,,1000000,1000000,0
4116505,nova-alianca-do-ivai-pr,2014-2017,250000,245850,4150
4116604,nova-america-da-colina-pr,,343037.33999999997,339721.82,3315.52
4116703,nova-aurora-pr,,1493202.35,1402272.38,90929.96999999999
4116703,nova-aurora-pr,2018-2021,773591.88,716250,57341.88
4116802,nova-cantu-pr,2018-2021,251980.09,241904.76,10075.33
4116703,nova-aurora-pr,2014-2017,254114.64,245850,8264.64
4116802,nova-cantu-pr,,335829.70999999996,326540.01,9289.7
4116901,nova-esperanca-pr,,4611016.72,4217632.5,393384.22000000003
4116901,nova-esperanca-pr,2018-2021,2390006.49,2151382.14,238624.35
4116901,nova-esperanca-pr,2014-2017,807119.6000000001,788400,18719.6
4116950,nova-esperanca-do-sudoeste-pr,,1732118.18,1659855,72263.18
4116950,nova-esperanca-do-sudoeste-pr,2018-2021,318445.24,318095.24,350
4117107,nova-londrina-pr,2018-2021,906400.88,863104,43296.88
4117214,nova-santa-barbara-pr,2018-2021,684903,674903,10000
4117602,palmas-pr,2018-2021,1260706.24,1182876.1400000001,77830.1
4116950,nova-esperanca-do-sudoeste-pr,2014-2017,1400475.83,1202380,198095.83000000002
4117008,nova-fatima-pr,,784938.53,708975,75963.53
4117057,nova-laranjeiras-pr,2014-2017,2119119.42,1718535.08,400584.34
4117057,nova-laranjeiras-pr,,714709.79,678610,36099.79
4117107,nova-londrina-pr,,5688054.069999999,5311071.07,376983.00000000006
4117206,nova-olimpia-pr,,1826980,1752857.1400000001,74122.86
4117206,nova-olimpia-pr,2018-2021,1259612.6,1247325,12287.6
4117404,ourizona-pr,2018-2021,1534658.5899999999,1426403.1400000001,108255.45
4117453,ouro-verde-do-oeste-pr,2018-2021,359124.71,238750,120374.71
4117206,nova-olimpia-pr,2014-2017,2540717.3,2356877.6799999997,183839.62
4117214,nova-santa-barbara-pr,,1935526.44,1752300,183226.44
4117214,nova-santa-barbara-pr,2014-2017,790411.93,737550,52861.93
4117222,nova-santa-rosa-pr,,1358946.3900000001,1221136.1400000001,137810.25
4117255,nova-prata-do-iguacu-pr,2018-2021,1226954.33,946209.14,280745.19
4117271,nova-tebas-pr,2018-2021,778479.0800000001,752411.14,26067.940000000002
4117909,palotina-pr,2018-2021,1464002.18,1208565,255437.18
4117222,nova-santa-rosa-pr,2014-2017,250000,245850,4150
4117255,nova-prata-do-iguacu-pr,,3793115.1599999997,3565690.58,227424.57999999996
4117255,nova-prata-do-iguacu-pr,2014-2017,3674892.6599999997,3490459.4699999997,184433.19
4117271,nova-tebas-pr,,97500,97500,0
4117271,nova-tebas-pr,2014-2017,251557.66,245850,5707.66
4117297,novo-itacolomi-pr,,1125196.99,1042231,82965.99
4117297,novo-itacolomi-pr,2018-2021,976991.8300000001,942534.0900000001,34457.74
4117305,ortigueira-pr,2018-2021,1777835.97,1671250,106585.97
4117297,novo-itacolomi-pr,2014-2017,760137.71,747440,12697.710000000001
4117305,ortigueira-pr,,1802660.42,1562050,240610.42
4117404,ourizona-pr,,2172510.06,2028701,143809.06
4117503,paicandu-pr,2018-2021,1628620.05,1342019,286601.05
4117404,ourizona-pr,2014-2017,522426.57999999996,491700,30726.58
4117453,ouro-verde-do-oeste-pr,,2488773.62,1845370,643403.62
4117453,ouro-verde-do-oeste-pr,2014-2017,1224388.15,983400,240988.15
4117503,paicandu-pr,,5499176.73,4703810.5,795366.23
4117503,paicandu-pr,2014-2017,2600566.89,2363800,236766.89
4117602,palmas-pr,2014-2017,2918764.8,2772826.56,145938.24
4117602,palmas-pr,,1898911.58,1509250,389661.58
4117701,palmeira-pr,,14545264.919999998,13094725.68,1450539.24
4117701,palmeira-pr,2018-2021,1764478.6,1677978.29,86500.31
4117800,palmital-pr,2018-2021,1147010.84,1136556,10454.84
4117701,palmeira-pr,2014-2017,12480904.579999998,11192954.21,1287950.37
4117800,palmital-pr,,1922975.9900000002,1719745.65,203230.34
4117800,palmital-pr,2014-2017,2314498.53,1971000,343498.53
4117909,palotina-pr,,13215013.079999998,12247837.35,967175.73
4117909,palotina-pr,2014-2017,503324.53,492111,11213.53
4118006,paraiso-do-norte-pr,,5360695.500000001,5126200.34,234495.16000000003
4118006,paraiso-do-norte-pr,2018-2021,1322021.1,1290755,31266.100000000002
4118105,paranacity-pr,2018-2021,646080.4299999999,487419.17000000004,158661.26
4118808,peabiru-pr,2018-2021,2616712.73,2487883.14,128829.59
4118006,paraiso-do-norte-pr,2014-2017,2672806.5,2267700,405106.5
4118105,paranacity-pr,,1301313.77,1204090,97223.77
4118303,paranapoema-pr,2018-2021,265089.3,238750,26339.3
4118105,paranacity-pr,2014-2017,910787.66,877116.36,33671.3
4118204,paranagua-pr,,2861299.37,2368000,493299.37
4118204,paranagua-pr,2018-2021,339163.81,335772.17,3391.64
4118402,paranavai-pr,2018-2021,919475.8400000001,764123.17,155352.67
4118600,paula-freitas-pr,2018-2021,783909.89,557782.19,226127.7
4118709,paulo-frontin-pr,2018-2021,258595.13,257271.43,1323.7
4119004,perola-d-oeste-pr,2018-2021,1589737.8900000001,1242306,347431.89
4119103,pien-pr,2018-2021,1197529.6400000001,1145674.96,51854.68
4119202,pinhalao-pr,2018-2021,1534127.6400000001,1528000,6127.639999999999
4118204,paranagua-pr,2014-2017,301682.57,245850,55832.57
4118303,paranapoema-pr,,628450.2,603156,25294.2
4118501,pato-branco-pr,2018-2021,993785.26,885567.4299999999,108217.83
4118857,perobal-pr,2018-2021,975264.5,939047.6100000001,36216.89
4119152,pinhais-pr,2018-2021,6155367.850000001,5715396.99,439970.86
4119400,pirai-do-sul-pr,2018-2021,2668811.08,1724825,943986.08
4119509,piraquara-pr,2018-2021,33381302.919999998,28656499.7,4724803.22
4118303,paranapoema-pr,2014-2017,808902.79,689500,119402.79
4118402,paranavai-pr,,58049682.20000002,53327891.97,4721790.23
4119301,pinhao-pr,2018-2021,2437285.16,2284730.14,152555.02
4118402,paranavai-pr,2014-2017,1049637.8599999999,777110,272527.86
4118451,pato-bragado-pr,,1419458.9100000001,1318504,100954.91
4118501,pato-branco-pr,,27927747.08,24446382.55,3481364.53
4118501,pato-branco-pr,2014-2017,10018229.45,9400535,617694.45
4118600,paula-freitas-pr,,1956259.75,1888208,68051.75
4118709,paulo-frontin-pr,,1165143.85,1088944.88,76198.97
4118808,peabiru-pr,,674407.66,642250,32157.66
4118808,peabiru-pr,2014-2017,782110.69,738950,43160.69
4118857,perobal-pr,,2082071.7599999998,1898197.53,183874.23
4118857,perobal-pr,2014-2017,658484.02,630429.01,28055.01
4118907,perola-pr,,7327103.95,7047227.74,279876.21
4118907,perola-pr,2018-2021,1486905.8800000001,1159199.23,327706.64999999997
4118907,perola-pr,2014-2017,2694485.6000000006,2490970,203515.6
4119004,perola-d-oeste-pr,,745407.11,657030,88377.11
4119004,perola-d-oeste-pr,2014-2017,1127612.12,1044140,83472.12
4119103,pien-pr,,2618209.7200000007,1794810.9,823398.82
4119152,pinhais-pr,,10900975.260000002,8418043.04,2482932.22
4119152,pinhais-pr,2014-2017,667119.98,653264.03,13855.95
4119202,pinhalao-pr,,2830470.91,2783096.9800000004,47373.92999999999
4119251,pinhal-de-sao-bento-pr,,1127991.38,1090063.2,37928.18
4119251,pinhal-de-sao-bento-pr,2018-2021,457667.53,445714.28,11953.25
4119251,pinhal-de-sao-bento-pr,2014-2017,772584.77,738950,33634.770000000004
4119301,pinhao-pr,,1478453.0300000003,1291925,186528.03
4119301,pinhao-pr,2014-2017,345101.65,344750,351.65
4119400,pirai-do-sul-pr,,1419206.42,1242804,176402.41999999998
4119509,piraquara-pr,,3606438.1100000003,3206950,399488.11000000004
4119608,pitanga-pr,2018-2021,10916508.87,10313399.46,603109.4099999999
4119509,piraquara-pr,2014-2017,4484101.25,4346000,138101.25
4119608,pitanga-pr,2014-2017,8283985.56,7523579,760406.56
4119608,pitanga-pr,,3362162.52,2868200,493962.52
4119657,pitangueiras-pr,,226759.16,148750,78009.16
4119657,pitangueiras-pr,2018-2021,658652.52,652588.86,6063.66
4119707,planaltina-do-parana-pr,2018-2021,574150.94,238856,335294.94
4119806,planalto-pr,2018-2021,411556.44,238750,172806.44
4119954,pontal-do-parana-pr,2018-2021,1663231.15,1198892.17,464338.98000000004
4120309,porto-vitoria-pr,2018-2021,2932060,2785457,146603
4120358,pranchita-pr,2018-2021,1104364.73,1009852,94512.73000000001
4120408,presidente-castelo-branco-pr,2018-2021,849328.94,848479.19,849.75
4120606,prudentopolis-pr,2018-2021,13254174.479999999,12237610.68,1016563.8
4120903,quedas-do-iguacu-pr,2018-2021,529535.75,365714.29,163821.46
4119657,pitangueiras-pr,2014-2017,527788.94,491700,36088.94
4119707,planaltina-do-parana-pr,,229894.13,196400,33494.13
4120200,porto-rico-pr,2018-2021,512472.92000000004,504324.13,8148.79
4119707,planaltina-do-parana-pr,2014-2017,333589.81,285352.64,48237.17
4119806,planalto-pr,,3192241.75,2898617.54,293624.20999999996
4119905,ponta-grossa-pr,2018-2021,928260,907250,21010
4119806,planalto-pr,2014-2017,769674.41,689500,80174.41
4119905,ponta-grossa-pr,,33587536.84,27551037.620000005,6036499.22
4119905,ponta-grossa-pr,2014-2017,15901015.950000001,12459583.620000001,3441432.33
4119954,pontal-do-parana-pr,,2281144.76,2236644,44500.76
4120705,quatigua-pr,2018-2021,1194945,1193750,1195
4119954,pontal-do-parana-pr,2014-2017,1078063.84,1044140,33923.84
4120002,porecatu-pr,,2567460.9699999997,2443414,124046.97000000002
4120002,porecatu-pr,2014-2017,870917.11,846340,24577.11
4120101,porto-amazonas-pr,,1834628.51,1560604,274024.51
4120333,prado-ferreira-pr,2018-2021,750934.38,334250,416684.38
4120101,porto-amazonas-pr,2014-2017,323681.24,295300,28381.24
4120150,porto-barreiro-pr,2014-2017,1167571.47,990628.42,176943.05
4120150,porto-barreiro-pr,,683016.46,615800,67216.45999999999
4120200,porto-rico-pr,,755573.86,710600,44973.86
4120309,porto-vitoria-pr,,456885.67,386400,70485.67
4120333,prado-ferreira-pr,,981770.3799999999,708658.75,273111.63
4120507,primeiro-de-maio-pr,2018-2021,1568946.52,719960,848986.52
4120655,quarto-centenario-pr,2018-2021,555534.53,509357.14,46177.39
4120333,prado-ferreira-pr,2014-2017,255684,245850,9834
4120358,pranchita-pr,,897480.79,770280,127200.79000000001
4120804,quatro-barras-pr,2018-2021,363949.95,292380.95,71569
4120358,pranchita-pr,2014-2017,843497.6599999999,788400,55097.66
4120408,presidente-castelo-branco-pr,,251782.36,245850,5932.36
4120507,primeiro-de-maio-pr,,1347569.0299999998,1121080,226489.03
4122651,rosario-do-ivai-pr,2018-2021,1007826.09,726152,281674.08999999997
4120507,primeiro-de-maio-pr,2014-2017,798525.21,541150,257375.21
4120606,prudentopolis-pr,,4884864.59,4476206.2,408658.39
4120606,prudentopolis-pr,2014-2017,400997.16,285354.62,115642.54
4120655,quarto-centenario-pr,,1456582.03,1401990,54592.03
4120655,quarto-centenario-pr,2014-2017,262801.88,245850,16951.88
4120705,quatigua-pr,,1007149.71,984800,22349.71
4120705,quatigua-pr,2014-2017,1086875.66,1058987.19,27888.47
4120804,quatro-barras-pr,,1298976.59,971230,327746.59
4120853,quatro-pontes-pr,2018-2021,430000,280000,150000
4120804,quatro-barras-pr,2014-2017,438907.88,396178,42729.88
4120853,quatro-pontes-pr,,1092997.1800000002,941680,151317.18
4120853,quatro-pontes-pr,2014-2017,1330170.6,1229250,100920.6
4120903,quedas-do-iguacu-pr,,3488294.9499999997,3082470,405824.95
4120903,quedas-do-iguacu-pr,2014-2017,1036248.99,885900,150348.99
4121000,querencia-do-norte-pr,,356525.32,247500,109025.32
4121000,querencia-do-norte-pr,2018-2021,2439159.87,2436720.7,2439.17
4121109,quinta-do-sol-pr,2018-2021,250000,238856,11144
4121208,quitandinha-pr,2018-2021,2624045.54,2352027,272018.54
4121000,querencia-do-norte-pr,2014-2017,256211.21,255740,471.21
4121109,quinta-do-sol-pr,,537041.63,425850,111191.63
4121703,reserva-pr,2018-2021,2479773.92,2454907.76,24866.16
4121802,ribeirao-claro-pr,2018-2021,1445792.34,1442396.38,3395.96
4121109,quinta-do-sol-pr,2014-2017,310722.08,245850,64872.08
4121208,quitandinha-pr,,1408571.17,1136695,271876.17
4121257,ramilandia-pr,,814662.4400000001,757030,57632.44
4121307,rancho-alegre-pr,,312625.56,276917.5,35708.06
4121307,rancho-alegre-pr,2018-2021,1517838.65,1438903,78935.65
4121356,rancho-alegre-d-oeste-pr,2018-2021,238988.99,238750,238.99
4121752,reserva-do-iguacu-pr,2018-2021,498884.74,481104,17780.74
4121307,rancho-alegre-pr,2014-2017,257180,245850,11330
4121356,rancho-alegre-d-oeste-pr,,635619.46,569700,65919.45999999999
4121604,renascenca-pr,2018-2021,282636.76,238856,43780.76
4121356,rancho-alegre-d-oeste-pr,2014-2017,250000,245850,4150
4121406,realeza-pr,,911655.98,695945,215710.98
4121505,reboucas-pr,2018-2021,3902592.04,3707462.44,195129.6
4122206,rio-branco-do-sul-pr,2018-2021,1031512.28,719960,311552.28
4122305,rio-negro-pr,2018-2021,3180658.35,2998972.14,181686.21
4121406,realeza-pr,2014-2017,1055029.77,836450,218579.77000000002
4121505,reboucas-pr,,613887.27,493500,120387.27
4122503,roncador-pr,2018-2021,273701.33,238856,34845.33
4121505,reboucas-pr,2014-2017,995323.1499999999,885900,109423.15
4121604,renascenca-pr,,2238954.9099999997,1777083,461871.91
4121604,renascenca-pr,2014-2017,831887.87,737550,94337.87
4121703,reserva-pr,,1037729.06,881700,156029.06
4121703,reserva-pr,2014-2017,1267109.5899999999,1034250,232859.59000000003
4121752,reserva-do-iguacu-pr,,877461.57,788100,89361.57
4121802,ribeirao-claro-pr,,221375.69,202445,18930.690000000002
4121901,ribeirao-do-pinhal-pr,,2008954.12,1812187.4300000002,196766.69
4121901,ribeirao-do-pinhal-pr,2018-2021,860362.1,859500,862.1
4121901,ribeirao-do-pinhal-pr,2014-2017,349633.26,295300,54333.26
4122008,rio-azul-pr,,2381604.0200000005,1605425,776179.02
4122008,rio-azul-pr,2018-2021,2662047.1,2284584.19,377462.91000000003
4122008,rio-azul-pr,2014-2017,709913.4299999999,590600,119313.43
4122107,rio-bom-pr,,679199.5,592811.26,86388.24
4122107,rio-bom-pr,2018-2021,333700.7,222857.14,110843.56
4122107,rio-bom-pr,2014-2017,341311.08999999997,255740,85571.09
4122156,rio-bonito-do-iguacu-pr,,888025.28,822753.57,65271.71
4122172,rio-branco-do-ivai-pr,,485492.32000000007,445095,40397.32
4122206,rio-branco-do-sul-pr,,1928096.68,1839860.01,88236.67
4122305,rio-negro-pr,2014-2017,3964207.08,3724697.13,239509.95
4122305,rio-negro-pr,,6411603.519999999,5475069,936534.52
4122404,rolandia-pr,2014-2017,6226604.210000001,5925150.03,301454.18000000005
4122404,rolandia-pr,,2908842.46,2321828.74,587013.72
4122503,roncador-pr,,1258461.02,1112415,146046.02
4122503,roncador-pr,2014-2017,1085713.35,747440,338273.35
4122602,rondon-pr,,927289.5599999999,839750,87539.56
4122602,rondon-pr,2014-2017,3004667.19,2609650,395017.19
4122651,rosario-do-ivai-pr,,178782.24,172200,6582.24
4122651,rosario-do-ivai-pr,2014-2017,317028.85000000003,280701.96,36326.89
4122701,sabaudia-pr,,3044606.31,2836659,207947.31
4122701,sabaudia-pr,2018-2021,417469.07,287010,130459.07
4122800,salgado-filho-pr,2018-2021,999007.73,911877.39,87130.34
4122701,sabaudia-pr,2014-2017,790556.5700000001,764058.1699999999,26498.4
4122800,salgado-filho-pr,,1730487.73,1578625,151862.72999999998
4123105,santa-amelia-pr,2018-2021,675579,674903,676
4123204,santa-cecilia-do-pavao-pr,2018-2021,956000,955000,1000
4123501,santa-helena-pr,2018-2021,223082.14,222857.14,225
4124053,santa-terezinha-de-itaipu-pr,2018-2021,4371123.04,4366723.04,4400
4122800,salgado-filho-pr,2014-2017,1117332.62,1057283.81,60048.810000000005
4122909,salto-do-itarare-pr,,464751.55,441550,23201.55
4123006,salto-do-lontra-pr,2018-2021,666063.6,557107.14,108956.45999999999
4122909,salto-do-itarare-pr,2014-2017,502403.13,491700,10703.13
4123006,salto-do-lontra-pr,,5000285.64,4680100.66,320184.98000000004
4123808,santa-izabel-do-oeste-pr,2018-2021,700000,699047.62,952.38
4123824,santa-lucia-pr,2018-2021,4216185.73,3888038.1100000003,328147.62
4123006,salto-do-lontra-pr,2014-2017,2688741.4299999997,2508053.56,180687.87
4123105,santa-amelia-pr,,861655.85,394200,467455.85
4123204,santa-cecilia-do-pavao-pr,,716026.19,677504,38522.19
4123303,santa-cruz-de-monte-castelo-pr,,7812285.57,7691193,121092.57
4123402,santa-fe-pr,2018-2021,885586.3200000001,863104,22482.32
4123709,santa-isabel-do-ivai-pr,2018-2021,1184060.23,1182876.1400000001,1184.09
4123857,santa-maria-do-oeste-pr,2018-2021,2085977.17,1605439,480538.17
4124004,santana-do-itarare-pr,2018-2021,481574.08,481104,470.08
4123303,santa-cruz-de-monte-castelo-pr,2014-2017,1002877.8999999999,977517.54,25360.36
4123402,santa-fe-pr,2014-2017,766282.9099999999,738949,27333.91
4123501,santa-helena-pr,,1111832.75,935350,176482.75
4123501,santa-helena-pr,2014-2017,1364498.33,521370,843128.3300000001
4123600,santa-ines-pr,2014-2017,267348.3,245850,21498.3
4123709,santa-isabel-do-ivai-pr,,1317624.67,1201865.17,115759.5
4123709,santa-isabel-do-ivai-pr,2014-2017,891064.4600000001,829136.39,61928.07000000001
4123808,santa-izabel-do-oeste-pr,,4621416.23,4226815.4,394600.8300000001
4123907,santa-mariana-pr,2018-2021,1024320.81,742309.52,282011.29
4123808,santa-izabel-do-oeste-pr,2014-2017,3033033.2800000003,2967090,65943.28
4123824,santa-lucia-pr,,1252317.24,1220075,32242.24
4124020,santa-tereza-do-oeste-pr,2018-2021,479094.67,460952.38,18142.29
4123824,santa-lucia-pr,2014-2017,512359.86,491700,20659.86
4123857,santa-maria-do-oeste-pr,,4411601.89,4281522,130079.89
4123907,santa-mariana-pr,,3081072.45,3033495,47577.45
4123907,santa-mariana-pr,2014-2017,3301885.71,2262100,1039785.71
4123956,santa-monica-pr,,832128.05,800050,32078.050000000003
4123956,santa-monica-pr,2018-2021,281216.58,222857.14,58359.44
4123956,santa-monica-pr,2014-2017,292983,245850,47133
4124004,santana-do-itarare-pr,,1215367.33,1077299,138068.33000000002
4124004,santana-do-itarare-pr,2014-2017,636872.27,591359.55,45512.72
4124020,santa-tereza-do-oeste-pr,2014-2017,1822230.9900000002,1685732.61,136498.38
4124020,santa-tereza-do-oeste-pr,,2572460.13,1984840,587620.1299999999
4124053,santa-terezinha-de-itaipu-pr,,2948821.08,2819478.86,129342.22
4124053,santa-terezinha-de-itaipu-pr,2014-2017,3016390.5,2916240,100150.5
4124103,santo-antonio-da-platina-pr,,9041149.25,7659671.71,1381477.54
4124301,santo-antonio-do-paraiso-pr,2018-2021,1072155.17,955000,117155.17
4124103,santo-antonio-da-platina-pr,2014-2017,1301734.1,1034250,267484.1
4124202,santo-antonio-do-caiua-pr,,429892.3,420111,9781.3
4124301,santo-antonio-do-paraiso-pr,,413811.63,295300,118511.63
4124400,santo-antonio-do-sudoeste-pr,2014-2017,3346064.83,3160004.06,186060.77000000002
4124400,santo-antonio-do-sudoeste-pr,,7573260.64,7133733.12,439527.52
4124400,santo-antonio-do-sudoeste-pr,2018-2021,4759989.43,4305120.26,454869.17000000004
4124509,santo-inacio-pr,,798251.15,744050,54201.15
4124509,santo-inacio-pr,2018-2021,1582313.96,1536091,46222.96
4124806,sao-joao-pr,2018-2021,1169815.71,960019,209796.71
4124509,santo-inacio-pr,2014-2017,321283.14,295300,25983.14
4124608,sao-carlos-do-ivai-pr,,551699.95,488625,63074.95
4124608,sao-carlos-do-ivai-pr,2018-2021,1821415.4500000002,1509389.28,312026.17
4125100,sao-joao-do-triunfo-pr,2018-2021,1659480,1655357.1400000001,4122.860000000001
4124608,sao-carlos-do-ivai-pr,2014-2017,1142052.46,1034250,107802.45999999999
4124707,sao-jeronimo-da-serra-pr,,927067.36,920753,6314.36
4124806,sao-joao-pr,,2069189.27,1866600,202589.26999999996
4124905,sao-joao-do-caiua-pr,,1331969.85,1277529,54440.85
4124905,sao-joao-do-caiua-pr,2018-2021,252825.24000000002,222857.14,29968.1
4125001,sao-joao-do-ivai-pr,2018-2021,291820.82,222857.14,68963.68
4125308,sao-jorge-do-ivai-pr,2018-2021,478084.08999999997,477606,478.09000000000003
4125506,sao-jose-dos-pinhais-pr,2018-2021,1580252.01,1528000,52252.01
4124905,sao-joao-do-caiua-pr,2014-2017,1028861.0800000001,983400,45461.08
4125001,sao-joao-do-ivai-pr,,2167163.12,2042230,124933.12000000001
4125100,sao-joao-do-triunfo-pr,,312500,312500,0
4125100,sao-joao-do-triunfo-pr,2014-2017,698221.79,689500,8721.789999999999
4125209,sao-jorge-d-oeste-pr,,1627946.29,1381751.5,246194.79000000004
4125209,sao-jorge-d-oeste-pr,2018-2021,695619.46,573806,121813.45999999999
4125407,sao-jose-da-boa-vista-pr,2018-2021,530263.19,525250,5013.19
4125704,sao-miguel-do-iguacu-pr,2018-2021,3383718.8000000003,3214532.87,169185.93
4126009,sao-sebastiao-da-amoreira-pr,2018-2021,955956,955000,956
4125209,sao-jorge-d-oeste-pr,2014-2017,338025.32,245850,92175.32
4125308,sao-jorge-do-ivai-pr,,818887.13,603845,215042.13
4125605,sao-mateus-do-sul-pr,2018-2021,5038867.7,4960561.43,78306.27
4125308,sao-jorge-do-ivai-pr,2014-2017,979693.4,880377,99316.4
4125357,sao-jorge-do-patrocinio-pr,,1766776.42,1578550,188226.41999999998
4125357,sao-jorge-do-patrocinio-pr,2014-2017,974070.03,895790,78280.03
4125407,sao-jose-da-boa-vista-pr,,795829.05,749700,46129.05
4125407,sao-jose-da-boa-vista-pr,2014-2017,750642.13,738950,11692.130000000001
4125456,sao-jose-das-palmeiras-pr,,698272.57,598390,99882.56999999999
4125456,sao-jose-das-palmeiras-pr,2018-2021,238990,238750,240
4125456,sao-jose-das-palmeiras-pr,2014-2017,246100,245850,250
4125506,sao-jose-dos-pinhais-pr,,311480709.1399999,263041324.22,48439384.92
4125555,sao-manoel-do-parana-pr,,282083.96,260700,21383.96
4125605,sao-mateus-do-sul-pr,,16685694.67,14839812.030000001,1845882.6400000001
4125753,sao-pedro-do-iguacu-pr,2018-2021,478562.92000000004,445714.28,32848.64
4125803,sao-pedro-do-ivai-pr,2018-2021,1572448.62,960019,612429.62
4125605,sao-mateus-do-sul-pr,2014-2017,1637308.1600000001,1561965,75343.16
4125704,sao-miguel-do-iguacu-pr,,3182445.0300000003,2589478.1,592966.93
4125902,sao-pedro-do-parana-pr,2018-2021,223080.23,222857.14,223.09
4125704,sao-miguel-do-iguacu-pr,2014-2017,1467219.4100000001,1232050,235169.40999999997
4125753,sao-pedro-do-iguacu-pr,,1948792.7200000002,1730269.75,218522.96999999997
4125753,sao-pedro-do-iguacu-pr,2014-2017,1171619.08,993290,178329.08
4125803,sao-pedro-do-ivai-pr,,893500.0700000001,862783,30717.07
4125902,sao-pedro-do-parana-pr,,482686.64999999997,365300,117386.65
4125902,sao-pedro-do-parana-pr,2014-2017,286484.26999999996,282085.97,4398.3
4126009,sao-sebastiao-da-amoreira-pr,,552666.03,538350,14316.029999999999
4126108,sao-tome-pr,,655259.81,615850,39409.81
4126108,sao-tome-pr,2014-2017,556096.11,541150,14946.11
4126207,sapopema-pr,,166335.78,146950,19385.78
4126207,sapopema-pr,2018-2021,2368600.3,2185732.14,182868.16
4126702,tamboara-pr,2018-2021,906548.5,700463.14,206085.36
4126207,sapopema-pr,2014-2017,555547.11,541150,14397.11
4126256,sarandi-pr,,12364022.02,10542525.030000001,1821496.99
4126256,sarandi-pr,2014-2017,13264202.450000003,12544350.79,719851.66
4126272,saudade-do-iguacu-pr,2014-2017,1052815.36,997929.25,54886.11
4126272,saudade-do-iguacu-pr,,1173230.2,978590,194640.19999999998
4126306,senges-pr,,458000,445850,12150
4126306,senges-pr,2018-2021,571487.85,460952.38,110535.47
4126355,serranopolis-do-iguacu-pr,,1275335.04,974985,300350.04
4126405,sertaneja-pr,,771661.87,688800,82861.87
4126405,sertaneja-pr,2014-2017,406623.42,394200,12423.42
4126504,sertanopolis-pr,,1709543.77,1563512.5,146031.27000000002
4126504,sertanopolis-pr,2018-2021,2293761.93,1486075,807686.93
4126504,sertanopolis-pr,2014-2017,834865.87,832494,2371.87
4126603,siqueira-campos-pr,,2991629.57,2877600,114029.57
4126603,siqueira-campos-pr,2018-2021,1052581.1600000001,1034476.19,18104.97
4126603,siqueira-campos-pr,2014-2017,1948593.8,1872100,76493.8
4126652,sulina-pr,,897636.26,863130,34506.259999999995
4126801,tapejara-pr,2018-2021,6021280.0200000005,5800691.41,220588.61
4127007,teixeira-soares-pr,2018-2021,669169.17,668500,669.17
4127403,terra-roxa-pr,2018-2021,227371.93000000002,222857.14,4514.79
4126652,sulina-pr,2014-2017,250850,245850,5000
4126678,tamarana-pr,,1229190.56,896386.3900000001,332804.17000000004
4126678,tamarana-pr,2014-2017,756610.6799999999,491700,264910.68
4126702,tamboara-pr,,55555.55,50000,5555.55
4127304,terra-rica-pr,2018-2021,268774.58,222857.14,45917.44
4126702,tamboara-pr,2014-2017,580231.03,531202.64,49028.39
4126801,tapejara-pr,,5677529.34,5604885,72644.34
4126801,tapejara-pr,2014-2017,988602.19,984800,3802.1899999999996
4126900,tapira-pr,,2486455.29,2362970,123485.29
4126900,tapira-pr,2018-2021,981206.7799999999,923320.28,57886.5
4126900,tapira-pr,2014-2017,1307221.26,1240310.55,66910.71
4127007,teixeira-soares-pr,,1730214.5899999999,1279050,451164.59
4127007,teixeira-soares-pr,2014-2017,2261968.7600000002,1979901,282067.76
4127106,telemaco-borba-pr,,3959876.89,3563773.99,396102.9
4127106,telemaco-borba-pr,2018-2021,1609845.6500000001,1372829.77,237015.88
4127106,telemaco-borba-pr,2014-2017,8175921.670000001,5590410.9,2585510.77
4127205,terra-boa-pr,,3635249.68,3502759,132490.68
4127205,terra-boa-pr,2018-2021,606945.27,540952.38,65992.89
4127205,terra-boa-pr,2014-2017,3547116.73,3486269.89,60846.84
4127304,terra-rica-pr,,2401675.58,2166261.48,235414.1
4127304,terra-rica-pr,2014-2017,834398.84,737550,96848.84
4127403,terra-roxa-pr,,3420985.94,3148183,272802.93999999994
4127403,terra-roxa-pr,2014-2017,1017191.8,983400,33791.8
